account_number,name,entity_type,status,registered,domestic_or_foreign,formation_place,naics,street,city,state,zip,email
3518114,Gracefully Beauty lash & beauty bar LLC,LLC,Active,2026-09-17,Domestic,Connecticut,"Cosmetics, Beauty Supplies, and Perfume Retailers (456120)",65 William Street,Milford,CT,06461,borrellibriana@gmail.com
3518117,"TES Equity, LLC",LLC,Active,2026-09-17,Domestic,Connecticut,All Other Personal Services (812990),464 Heritage Rd,Southbury,CT,06488,tpowell@franchisesource.com
3518119,ALYKAM RR LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Full-Service Restaurants (722511),100 QUINNIPIAC ST,WALLINGFORD,CT,06492,taxeswh@rohuer.com
3518126,ORR CIGARS LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Tobacco Product and Electronic Cigarette Merchant Wholesalers (424940),3 Crane St,Danbury,CT,06810-6001,orrjimmy0@gmail.com
3518131,American wholesale Cabinets Limited Liability Company,LLC,Active,2026-09-17,Domestic,Connecticut,Furniture Merchant Wholesalers (423210),1 Judith Court,Northford,CT,06472,nhdws@comcast.net
3518132,FOREVER FORMULATING LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Other Scientific and Technical Consulting Services (541690),33 CHESTER ST,ANSONIA,CT,06401,efile1234@incfile.com
3518137,"PC Bennett Solutions, LLC",LLC,Active,2026-09-17,Foreign,TEXAS,Other Computer Related Services (541519),1910 Firman Dr,Richardson,TX,75081,accounting@pcbennett.com
3518138,"Ahsan Iqbal, M.D., PLLC",LLC,Active,2026-09-17,Foreign,TEXAS,Offices of Physicians except Mental Health Specialists (621111),18110 Terracina Dr,Fort Myers,FL,33913-0097,info@telestackrx.com
3518145,WORLD PHARMACY LLC,LLC,Active,2026-09-17,Domestic,Connecticut,"General Freight Trucking, Long-Distance, Truckload (484121)",49 Oakland Ter,Hartford,CT,06112-2348,webbers921@gmail.com
3518147,Culture & Courtesy LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Temporary Help Services (561320),13 3rd Street,Norwalk,CT,06855,camillewilson.co@gmail.com
3518154,"Cuddle & Co., LLC",LLC,Active,2026-09-17,Domestic,Connecticut,All Other General Merchandise Retailers (455219),41 Debbie Ln,Naugatuck,CT,06770-2212,empresstouchllc@gmail.com
3518158,Remi Richards Builds LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Residential Remodelers (236118),26 Castlewood Lane,Torrington,CT,06790,tammylynn@live.com
3518162,"Matthew Warren, LLC",LLC,Active,2026-09-17,Foreign,,,10 AUDREY PL.,FAIRFIELD,NJ,07004,enovikova@mwcomponents.com
3518170,Pulse & Purpose Training CPR LLC,LLC,Active,2026-09-17,Domestic,Connecticut,All Other Miscellaneous Schools and Instruction (611699),37 Front St,Middletown,CT,06457-4413,pulseandpurposetrainingcpr@gmail.com
3518172,"ARCHER LEWIS SERVICES, LLC",LLC,Active,2026-09-17,Foreign,,541219,100 N RIVERSIDE PLAZA SUITE 1800,CHICAGO,IL,60606,NOTICES@STOICLANE.COM
3518178,Diverse Trades LLC,LLC,Active,2026-09-17,Domestic,Connecticut,All Other Specialty Trade Contractors (238990),5 Foxcroft Lane,Collinsville,CT,06019,divrstrades@gmail.com
3518182,Colorado Prefare Foods Corp,Stock,Active,2026-09-17,Foreign,COLORADO,Perishable Prepared Food Manufacturing (311991),4823 Lima St,Denver,CO,80239,sn.ardito@prefaremeals.com
3518185,RCA Autohaus LLC,LLC,Active,2026-09-17,Domestic,Connecticut,All Other Automotive Repair and Maintenance (811198),41 Suffolk Drive,East Hartford,CT,06118,rcaautohaus@gmail.com
3518188,Top Task LLC,LLC,Active,2026-09-17,Domestic,Connecticut,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers (516210)",3 South St,Cromwell,CT,06416-2336,filings@corpnet.com
3518189,Compass Pointe LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Other Activities Related to Real Estate (531390),163 Broad Street,Milford,CT,06460,jim@crestonhomesct.com
3518195,322 LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Lessors of Nonresidential Buildings except Miniwarehouses (531120),196 Millerton Rd,Lakeville,CT,06039,eyoakum@gmail.com
3518196,JMC Services LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Residential Remodelers (236118),86 BELLTOWN RD,STAMFORD,CT,06905-3728,jmservices1020@gmail.com
3518198,Kellys Corner property LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),2389 Main St.,Glastonbury,CT,06033,eastern@northwestregisteredagent.com
3518199,BD LANDSCAPING LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Landscaping Services (561730),68 Sherman St,Stamford,CT,06902-4121,brandonomaly1995@yahoo.com
3518212,"Host Medical Consulting, Professional Corporation",Stock,Active,2026-09-17,Foreign,CALIFORNIA,Offices of Physicians except Mental Health Specialists (621111),4 Dearfield Dr Ste 205,Greenwich,CT,06831-5351,brittany@brittanybaticonsulting.com
3518214,SK EXPRESS COURIER LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Couriers and Express Delivery Services (492110),"36 RUSS STREET , 3RD FLOOR #1740",HARTFORD,CT,06106,efile1234@incfile.com
3518215,Two Girls Media LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Advertising Agencies (541810),452 Heritage Rd,Southbury,CT,06488-3853,jenna.pellegrino96@gmail.com
3518218,Guadalupe Espinoza LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Residential Remodelers (236118),10 Mountainville Ave,Danbury,CT,06810-7932,kepizozo@yahoo.com
3518221,Love Alive Homecare LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Employment Placement Agencies (561311),68 Sinclair St,Windsor,CT,06095-3452,wallacejad1@gmail.com
3518227,Tagg Team Distribution LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Other Grocery and Related Products Merchant Wholesalers (424490),68 Wheeler St,Shelton,CT,06484-2222,matt@taggteamdistribution.com
3518228,CUSTOMERS PUBLIC CAPITAL CORPORATION,Stock,Active,2026-09-17,Foreign,,,600 WASHINGTON AVE. SUITE 305,TOWSON,MD,21204,JHUGHES@CUSTOMERSBANK.COM
3518229,E.B.J. DREAMS LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Graphic Design Services (541430),8 Schoolhouse Dr,Danbury,CT,06811-3417,ebjdreamsllc@gmail.com
3518233,Buckingham Street Condos LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),739 Prospect Avenue,West Hartford,CT,06105,whiteaston@hotmail.com
3518238,Critical Risk Partners LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Other Scientific and Technical Consulting Services (541690),201 Hart St,Berlin,CT,06037-2026,admin@criticalriskpartners.com
3518242,THORNPROOF LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Other Services Related to Advertising (541890),110 Pilgrim Dr,Greenwich,CT,06831,thornproofmotors@gmail.com
3518245,Ortiz Rentals LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Passenger Car Rental (532111),31 Middle Tpke W,Manchester,CT,06040-4045,ortizrentalsct@gmail.com
3518246,Karen Cleaning Services LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Janitorial Services (561720),94 Olive St,Naugatuck,CT,06770-4547,karenlr1717@gmail.com
3518248,SAMMY NAILS 11 INC,Stock,Active,2026-09-17,Domestic,Connecticut,Nail Salons (812113),172 North St,Seymour,CT,06483-3765,fjvx6668@hotmail.com
3518251,Kelly Fox Consulting LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Administrative Management and General Management Consulting Services (541611),21 Overidge Ln,Wilton,CT,06897,kellyfox71@gmail.com
3518254,Angelsway Seven LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Home Health Care Services (621610),61 Strawberry Hill Ave,Norwalk,CT,06855-1430,mzberrios@yahoo.com
3518256,"Topcret USA, LLC",LLC,Active,2026-09-17,Foreign,FLORIDA,Drywall and Insulation Contractors (238310),173 Huguenot St,New Rochelle,NY,10801-7710,eleazarjd@me.com
3518257,West Haven Youth Basketball Company,Non-Stock,Active,2026-09-17,Domestic,Connecticut,"Other Similar Organizations except Business, Professional, Labor, and Political Organizations (813990)",,,,,ivoreestanley@gmail.com
3518264,271 Brown St LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),271 Brown St,West Haven,CT,06516-4938,patricknolan1027@gmail.com
3518266,NEXT EDGE VENDING LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Vending Machine Operators (445132),225 Foster St,New Haven,CT,06511-2652,support@usa-llc-filing.com
3518270,BE Goods LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Jewelry Retailers (458310),101 House St Apt B,Glastonbury,CT,06033-2179,ryanmichaelbaran@gmail.com
3518273,Nazario Medical Services PLLC,LLC,Active,2026-09-17,Domestic,Connecticut,Offices of Physicians except Mental Health Specialists (621111),39 Forbes Pl,East Haven,CT,06512-2226,hgnazariodiaz@outlook.com
3518274,FAIRWAY COMMERCIAL CT LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Offices of Real Estate Agents and Brokers (531210),54 Lee Dr,Fairfield,CT,06824-6308,support@usa-llc-filing.com
3518275,"Grande Cosmetics, LLC",LLC,Active,2026-09-17,Foreign,NEW YORK,"Cosmetics, Beauty Supplies, and Perfume Retailers (456120)",3001 Dallas Parkway,Frisco,TX,75034,kbeechly@plunksmith.com
3518277,Harborline Boat & Yacht Sales LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Boat Dealers (441222),12 Carol Drive,IVORYTON,CT,06442,bill@harborlineyachts.com
3518279,Jalapa Express 502 Corp.,Stock,Active,2026-09-17,Domestic,Connecticut,Couriers and Express Delivery Services (492110),,,,,abnergarcia318sv@gmail.com
3518283,"New Direction Bookkeeping, LLC",LLC,Active,2026-09-17,Domestic,Connecticut,Other Accounting Services (541219),40 Poplar Dr,Windsor,CT,06095,margaret@newdirectionbookkeeping.net
3518287,K&T Master Services LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Janitorial Services (561720),57 Peggy Ln,Farmington,CT,06032-3446,teamwork97@yahoo.com
3518292,PAINTING JM LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Painting and Wall Covering Contractors (238320),35 Worth St,Bridgeport,CT,06604-3032,merizaldejasmany3@gmail.com
3518296,"31 Pawson Holdings, LLC",LLC,Active,2026-09-17,Domestic,Connecticut,Land Subdivision (237210),68 Bleeker Cir,North Haven,CT,06473-3289,joeminerict@gmail.com
3518297,Dwell App LLC,LLC,Active,2026-09-17,Domestic,Connecticut,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services (518210)",6 Station St,Simsbury,CT,06070-2220,david@brookegrouprealestate.com
3518298,RMDS Enterprises LLC,LLC,Active,2026-09-17,Foreign,COLORADO,Roofing Contractors (238160),632 Kim Drive,Fort Collins,CO,80525,rwatkins@rmdsroofing.com
3518301,Less Pain Nursing LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Home Health Care Services (621610),72 Gregory Road,Cos Cob,CT,06807,alessiamconte@gmail.com
3518303,SubFlow LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Custom Computer Programming Services (541511),20 Grandview Ave,Stamford,CT,06905-4803,jingwenshang0521@gmail.com
3518305,Yale Jewish Graduate Center Inc.,Non-Stock,Active,2026-09-17,Domestic,Connecticut,Religious Organizations (813110),,,,,rabbimc@chabadyale.org
3518307,New Way Living LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Residential Mental Health and Substance Abuse Facilities (623220),50 William St,East Hartford,CT,06108-2655,newwaylivinghouse@gmail.com
3518312,august holdings LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Limited-Service Restaurants (722513),213 Sawmill Rd,West Haven,CT,06516-4141,augustholdings1@yahoo.com
3518317,One Mile Education LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Professional and Management Development Training (611430),22 McNabola Lane,Wallingford,CT,06492,neil@onemile.education
3518318,Optimism Required LLC,LLC,Active,2026-09-17,Domestic,Connecticut,All Other Miscellaneous Schools and Instruction (611699),268 Post Rd Ste 200 #160505,Fairfield,CT,06824,contact@optimismrequired.com
3518320,Jean�s Kitchen LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Caterers (722320),11 Margaret Dr,South Windsor,CT,06074-4257,inisha@jkitchencomfortfood.com
3518332,7EvEN COMMANDS LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Cut and Sew Apparel Manufacturing except Contractors (315250),675 Flatbush Ave,West Hartford,CT,06110-1315,sevensurf23@yahoo.com
3518335,In Lieu of You-Laura Lind LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Administrative Management and General Management Consulting Services (541611),34 Putnam Green,Greenwich,CT,06830-6062,lauralind@icloud.com
3518341,BELLTOWN PROPERTIES LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Other Activities Related to Real Estate (531390),77 MIDLAND AVENUE,STAMFORD,CT,06906,brendan_brady1@yahoo.com
3518342,"ALLOY NORTHEAST, LLC",LLC,Active,2026-09-17,Foreign,,,8180 GREENSBORO DRIVE SUITE 600,MCLEAN,VA,22102,SYED@ALLOYROOFING.COM
3518344,1239 Farmington Management LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Lessors of Other Real Estate Property (531190),1239 Farmington Ave,Berlin,CT,06037-2301,office@mnmaccountingllc.com
3518346,Ever Rise Equities LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),1274 49th St,Brooklyn,NY,11219-3011,chaimaron90@gmail.com
3518350,"HSE FIRSTLIGHT, LLC",LLC,Active,2026-09-17,Foreign,DELAWARE,Hydroelectric Power Generation (221111),4747 Bethesda Ave.,Bethesda,MD,20814,agregorio@hullstreetenergy.com
3518358,Root & Rise Homeschool Cooperative LLC,LLC,Active,2026-09-17,Domestic,Connecticut,All Other Miscellaneous Schools and Instruction (611699),48 Kilborn St,West Haven,CT,06516,rootandrise@houseofmicah.com
3518359,"Family Truck Tire, LLC",LLC,Active,2026-09-17,Domestic,Connecticut,Tire Dealers (441340),35 Long Hill St,East Hartford,CT,06108-1436,stephentorres31@gmail.com
3518367,Evella Beauty LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Beauty Salons (812112),383 Poplar St,New Haven,CT,06513-3061,evellabeautyllc@gmail.com
3518369,Best Choice Home Health Care Inc,Non-Stock,Active,2026-09-17,Domestic,Connecticut,Home Health Care Services (621610),,,,,emailjoice@yahoo.com
3518377,DKM Developments LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Lessors of Nonresidential Buildings except Miniwarehouses (531120),90 Congress Dr,Amston,CT,06231,dianamoralesconsulting@gmail.com
3518382,Domvara Home Intelligence LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Software Publishers (513210),41 Mountain Edge Dr,Southington,CT,06489-4651,bill@domvarahome.com
3518383,INNOVATE Real Estate SC LLC,LLC,Active,2026-09-17,Foreign,SOUTH CAROLINA,Offices of Real Estate Agents and Brokers (531210),2389 Main St,Glastonbury,CT,06033-4617,eastern@northwestregisteredagent.com
3518384,A2Z Joe LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),2389 Main St.,Glastonbury,CT,06033,eastern@northwestregisteredagent.com
3518389,APEX HOMES CT LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),984 Birmingham Street,Bridgeport,CT,06606,support@usa-llc-filing.com
3518391,"Cofield Electric, LLC",LLC,Active,2026-09-17,Domestic,Connecticut,Electrical Contractors and Other Wiring Installation Contractors (238210),39 Fisher Rd,Middletown,CT,06457-2501,jcofield.elec@gmail.com
3518395,OCD LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Other Scientific and Technical Consulting Services (541690),28 LAURA LANE,OXFORD,CT,06478,ocdllcconsulting@gmail.com
3518399,Omorphos Publishing LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Book Publishers (513130),5 Carriage Dr,Woodbridge,CT,06525-1212,johnproestakes@gmail.com
3518404,WVP MONTOWESE LLC,LLC,Active,2026-09-17,Foreign,,541940,210 UNIVERSITY BLVD 500,DENVER,CO,80206,COMPLIANCE@WESTERNVETPARTNERS.COM
3518405,"W.E. Clean CT, LLC",LLC,Active,2026-09-17,Domestic,Connecticut,Janitorial Services (561720),47 Edgemont Ave,West Hartford,CT,06110-1120,sprouseflor@gmail.com
3518417,156 Grove LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Lessors of Other Real Estate Property (531190),229 East Shore Road,Morris,CT,06763,kens-painting@sbcglobal.net
3518418,Jalip Real Estate LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),74 Talcott Ridge Rd,South Windsor,CT,06074-2385,jalipfuel@gmail.com
3518420,TF NORTHEAST LLC,LLC,Active,2026-09-17,Domestic,Connecticut,All Other Specialty Food Retailers (445298),500 Westfarms Mall,Farmington,CT,06032-2614,angbusiness01@gmail.com
3518422,Treasured Possessions Enterprises LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Administrative Management and General Management Consulting Services (541611),629 Tolland St,East Hartford,CT,06108-2745,info@tp-enterprises.org
3518427,Ascot Properties LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Residential Property Managers (531311),1960 Silas Deane Hwy,Rocky Hill,CT,06067-1361,jamiechuang18@gmail.com
3518430,JEB MOTORS I PropCo L.L.C.,LLC,Active,2026-09-17,Domestic,Connecticut,Parking Lots and Garages (812930),110 Pilgrim Dr,Greenwich,CT,06831,thornproofmotors@gmail.com
3518433,1253 Forest Rd LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Lessors of Other Real Estate Property (531190),78 Vaughn Ave,New Rochelle,NY,10801-3123,claudiablee@aol.com
3518435,"NLINE ENERGY, INC.",Stock,Active,2026-09-17,Foreign,DELAWARE,Engineering Services (541330),2389 Main St,Glastonbury,CT,06033-4617,eastern@northwestregisteredagent.com
3518438,Protection Pro Partners LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Insurance Agencies and Brokerages (524210),105 Rowayton Ave,Norwalk,CT,06853-1436,admin@protectionpropartners.com
3518451,"THE NANTUCKET PROJECT ACADEMY, INC.",Non-Stock,Active,2026-09-17,Foreign,MASSACHUSETTS,Educational Support Services (611710),5 Federal St,Nantucket,MA,02554,admin@nantucketproject.com
3518456,LW HOMECARE INC.,Stock,Active,2026-09-17,Domestic,Connecticut,All Other Miscellaneous Ambulatory Health Care Services (621999),,,,,office@trucoregroup.com
3518457,TRUE VALUE LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Used Car Dealers (441120),1537 MAIN STREET,EAST HARTFORD,CT,06108,truevaluect@gmail.com
3518459,"UNC-SEAHAWK HCS, LLC",LLC,Active,2026-09-17,Domestic,,551112,925 LONG RIDGE ROAD,STAMFORD,CT,06902,ppgwgts@hcs-investments.com
3518460,Sanda 1 LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Residential Property Managers (531311),10 White St,Hartford,CT,06114-2340,maninderarora67@gmail.com
3518462,AlcoSci LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Other Scientific and Technical Consulting Services (541690),9 Narrow Brook Road,Weston,CT,06883,denny@alcosci.com
3518465,Compass WM Corp,Stock,Active,2026-09-17,Domestic,Connecticut,Offices of Other Holding Companies (551112),,,,,jason@compasswealthmanagement.com
3518469,MR CONSTRUCTION OF CT LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Residential Remodelers (236118),50 Woodside St,Stamford,CT,06902-2463,malotaz68@gmail.com
3518475,Cardillo Services LLC,LLC,Active,2026-09-17,Domestic,Connecticut,All Other Specialty Trade Contractors (238990),27 Sleepy Hollow Rd,Sandy Hook,CT,06482-1095,andrew.cardillo91@gmail.com
3518486,Fred Hartley Renovations LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Residential Remodelers (236118),45 Thomas St,Hamden,CT,06514,fredsnailtrail@gmail.com
3518488,"Soul Meets Body Tattooing II, LLC",LLC,Active,2026-09-17,Domestic,Connecticut,Other Personal Care Services (812199),60 Town Street,Norwich,CT,06360-2306,mikailadobrowski@gmail.com
3518495,136 Fairfield Holdings LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),33 Hiawatha Ln,Westport,CT,06880-5812,lqing67@yahoo.com
3518497,Trailblazer Insurance Technology Inc,Stock,Active,2026-09-17,Foreign,DELAWARE,Custom Computer Programming Services (541511),6 Brundige Drive,Goldens Bridge,NY,10526,melissa.quirk@trailblazertech.com
3518507,Supportive Housing Partners LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Lessors of Other Real Estate Property (531190),1420 Main St,Glastonbury,CT,06033,karen@metropmct.com
3518508,Vanguard Global LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Limousine Service (485320),11 Merwin St Apt 205,Norwalk,CT,06850,szampanerc01@icloud.com
3518509,Lotus Path Counseling and Psychiatry LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Offices of Mental Health Practitioners except Physicians (621330),60 Washington Avenue,Hamden,CT,06518,latuspath@gmail.com
3518517,"Prosay, LLC",LLC,Active,2026-09-17,Domestic,Connecticut,All Other Support Services (561990),348 Hartford Turnpike,Vernon,CT,06066,nate.baber@gmail.com
3518519,Tacos Mystic LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Full-Service Restaurants (722511),42 Williams Ave,Mystic,CT,06355-2973,james@nanasct.com
3518524,C E C AIR SOLUTIONS LLC,LLC,Active,2026-09-17,Domestic,Connecticut,"Plumbing, Heating, and Air-Conditioning Contractors (238220)",153 Cherry Hill Dr,Bridgeport,CT,06606-5828,taxesbpt@rohuer.com
3518533,Reedy RE Three LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Other Activities Related to Real Estate (531390),50 Duck Pond Pl,Wilton,CT,06897-2704,adrienne.reedy@gmail.com
3518534,188 Quarry Road LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Site Preparation Contractors (238910),188 quarry rd,Stamford,CT,06903,scttfcc@aol.com
3518535,Haversham Investment Partners LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Lessors of Other Real Estate Property (531190),1420 Main St,Glastonbury,CT,06033,karen@metropmct.com
3518538,Glow loofah Limited Liability Company,LLC,Active,2026-09-17,Domestic,Connecticut,All Other Health and Personal Care Retailers (456199),785 Old Town Rd,Bridgeport,CT,06606-1526,estherokafor43@gmail.com
3518539,Sabr sweets LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Mobile Food Services (722330),386 Marlborough Ter,Fairfield,CT,06825-4428,sabrsweets@gmail.com
3518545,AutoMotivated Detail Supply LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Motor Vehicle Supplies and New Parts Merchant Wholesalers (423120),336 State St Ste 5,North Haven,CT,06473,amdetailsupply@gmail.com
3518546,12 LINDA PROPERTY RENTAL LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Lessors of Nonresidential Buildings except Miniwarehouses (531120),53 JESSIE DR,West Haven,CT,06516-6531,victoruriel3guzman@gmail.com
3518548,Four Pillars Management LLC,LLC,Active,2026-09-17,Domestic,Connecticut,"Corporate, Subsidiary, and Regional Managing Offices (551114)",58 Meadow Lane,BERLIN,CT,06037,fpmllc58@gmail.com
3518550,Velavec Homemaker Companion Agency LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Services for the Elderly and Persons with Disabilities (624120),60 Washington Avenue,Hamden,CT,06518,velavecassociates@gmail.com
3518552,"A&M Properties 715 Main St, LLC",LLC,Active,2026-09-17,Domestic,Connecticut,Lessors of Other Real Estate Property (531190),10 Marish Drive,Easton,CT,06612,mitch@dsomechanical.com
3518556,"SOYSAUCE, INC",Stock,Active,2026-09-17,Domestic,Connecticut,Lessors of Nonfinancial Intangible Assets except Copyrighted Works (533110),,,,,elliezieminski@gmail.com
3518559,Excel Suites LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),12 High Meadow Hl,Danbury,CT,06811,excelsuites123@gmail.com
3518561,1585 Park St LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Lessors of Nonresidential Buildings except Miniwarehouses (531120),110 Airport Rd,Hartford,CT,06114,adrian@imagestonecenter.com
3518568,Emmaculate Eats and Catering LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Full-Service Restaurants (722511),36 Caroline St,Bridgeport,CT,06608-2039,emmaculateeats26@gmail.com
3518571,NTE LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Engineering Services (541330),217 Bridge St,Stamford,CT,06905,erdman@gmail.com
3518575,70 ESSEX PROPERTY RENTAL LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Lessors of Nonresidential Buildings except Miniwarehouses (531120),53 Jessie Dr,West Haven,CT,06516-6531,victoruriel3guzman@gmail.com
3518586,"Proterial High Performance Solutions, Ltd",Stock,Active,2026-09-17,Foreign,DELAWARE,All Other Industrial Machinery Manufacturing (333248),15 Gray Ln,Ashaway,RI,02804-1209,john.mccluskey@us.proterial.com
3518587,LeadFixes LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Software Publishers (513210),16 river rd,Deep river,CT,06417,sam@leadfixes.com
3518588,AZ Floral LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Florists (459310),220 Longview Dr,Berlin,CT,06037-3956,akzagrobelny@gmail.com
3518593,Premium Process Consulting LLC,LLC,Active,2026-09-17,Domestic,Connecticut,"Process, Physical Distribution, and Logistics Consulting Services (541614)",40 SANDSTONE RD,PLAINVILLE,CT,06062,krisg1980@yahoo.com
3518600,AROMA NAILS AND LOUNGE LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Beauty Salons (812112),1076 N Main St,Dayville,CT,06241-2127,aroma_nails2027@yahoo.com
3518603,Church B23 LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),39 Ridge Street,Greenwich,CT,06830,engineerpac@gmail.com
3518604,Blush & Broom Cleaning Co LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Janitorial Services (561720),82 Brook St,New Britain,CT,06051-3428,blushbroomcleaningco.ct@gmail.com
3518607,"Kiavi Funding, LLC",LLC,Active,2026-09-17,Foreign,DELAWARE,Consumer Lending (522291),"271 N. Shore Drive, Suite 201",Pittsburgh,PA,15212,legalnotices@kiavi.com
3518608,"EXETER ASSOCIATES, INC.",Stock,Active,2026-09-17,Foreign,MARYLAND,Other Scientific and Technical Consulting Services (541690),10480 Little Patuxent Pkwy,Columbia,MD,21044,sharvey@exeterassociates.com
3518609,JF Repair LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Commercial and Industrial Machinery and Equipment except Automotive and Electronic Repair and Maintenance (811310),15 Witch Meadow Rd,Salem,CT,06420-3602,jfelciano@att.net
3518612,Tiergarten LLC,LLC,Active,2026-09-17,Domestic,Connecticut,"All Other Professional, Scientific, and Technical Services (541990)",2 Manitou Road,Westport,CT,06880-6007,jnilsson@mba1999.hbs.edu
3518622,Bradford Commons BVT LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),1268 Old Colony Rd,Wallingford,CT,06492,abe@ucapllc.com
3518623,GREYROCK 1402 LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),39 Ridge St,Greenwich,CT,06830,engineerpac@gmail.com
3518626,Weekend Warriors WC & MMA LLC,LLC,Active,2026-09-17,Domestic,Connecticut,Sports and Recreation Instruction (611620),E4 Nanni Dr,Winsted,CT,06098-2112,weekendwarriorswc@yahoo.com
