license_id,issued,license_type,tier,status,trade_name,owner,address,city,zip,county,phone
200207912,2026-09-14,NT,Retail,Active,,Lake Travis Chamber of Commerce,"55973 Hiline Road, Austin, TX 78734, USA",Austin,78734,Travis,
200207926,2026-09-14,NT,Retail,Active,,Monterey Square Business Association,110 S Houston St,Wharton,77488,Wharton,
200207983,2026-09-14,NT,Retail,Active,,Texas Wendish Heritage Society,1011 Co Rd 212,Giddings,78942,Lee,
200208163,2026-09-14,NT,Retail,Active,,Rockport-Fulton Chamber of Commerce,110 Seabreeze Drive,Rockport,78382,Aransas,
200208390,2026-09-14,NT,Retail,Active,,St Paul Catholic Church,10000 David Moore Dr,Austin,78748,Travis,
200208473,2026-09-14,S,Manufacturing,Active,Azucar Tequila,"Azu Tequila, Inc",15 West Main Street,Owego,13827,,
200208498,2026-09-14,NT,Retail,Active,,Fayette County Habitat for Humanity,254 N Jefferson St,La Grange,78945,Fayette,
200208511,2026-09-14,NT,Retail,Active,,Wharton Rotary Charity,1924 N Fulton St,Wharton,77488,Wharton,
200208561,2026-09-14,NT,Retail,Active,,St. Angela Merici Catholic Church,9009 Sienna Ranch Road,Missouri City,77459,Fort Bend,
200208565,2026-09-14,NT,Retail,Active,,St. Angela Merici Catholic Church,9009 Sienna Ranch Road,Missouri City,77459,Fort Bend,
200208598,2026-09-14,PR,Other,Active,DL Impact Solutions LLC,DL Impact Solutions LLC,2300 West Alabama Street,Houston,77098,Harris,
200208600,2026-09-14,NT,Retail,Active,,The No Limits Arts Theatre Incorporated,2200 Evanston Ave,Dallas,75208,Dallas,
200208614,2026-09-14,S,Manufacturing,Active,DEAM BUSINESS LLC,Deam Business LLC,"2692 Gonzalez Rd, Progreso, Texas, EE. UU.",Progreso,78579,,
200208619,2026-09-14,NT,Retail,Active,,Comfort Public Library Inc.,170 Hilltop Camp Road,Comfort,78013,Kerr,
200208630,2026-09-14,NT,Retail,Active,,Austin County Fair Association,1076 E. Hill St.,Bellville,77418,Austin,
200208700,2026-09-14,NT,Retail,Active,,Holy Rosary Church-Hostyn,936 FM 2436,La Grange,78945,Fayette,
200208725,2026-09-14,NT,Retail,Active,,St.Jerome Catholic Church,8825 Kempwood Dr,Houston,77080,Harris,
200208731,2026-09-14,NT,Retail,Active,,El Carmen Catholic Church,18555 Leal Rd,San Antonio,78221,Bexar,
200208819,2026-09-14,NT,Retail,Active,,Our Lady of the Valley Parish,8600 Winchester Rd,El Paso,79907,El Paso,
200208822,2026-09-14,NT,Retail,Active,,"New Horizons Ranch & Center, Inc.",625 N 1st St,Abilene,79601,Taylor,
200208831,2026-09-14,NT,Retail,Active,,Texas Botanical Gardens & Nat Am Int Ctr,1219 Fisher St.,Goldthwaite,76844,Mills,
200208853,2026-09-14,NT,Retail,Active,,Jeremiah Program Austin,710 W Cesar Chavez St,Austin,78701,Travis,
200208875,2026-09-14,NT,Retail,Active,,Kids Kicking Cancer Tx,790 Church Street,Crosby,77532,Harris,
200208877,2026-09-14,NT,Retail,Active,,Peterseines Place 1923 Inc,1803 Richmond Pkwy,Richmond,77469,Fort Bend,
200208882,2026-09-14,NT,Retail,Active,,"Texas Tech Institute, Inc",695 Orleans St,Beaumont,77701,Jefferson,
200208888,2026-09-14,NT,Retail,Active,,Christ the Redeemer Catholic Church,11507 Huffmeister Rd.,Houston,77065,Harris,
200208904,2026-09-14,NT,Retail,Active,,Fort Bend County Fair Association,4310 TX-36,Rosenberg,77471,Fort Bend,
200208912,2026-09-14,NT,Retail,Active,,PINEY WOODS FINE ARTS ASSOCIATION,"603 East Goliad, Suite B",Crockett,75835,Houston,
200208945,2026-09-14,NT,Retail,Active,,Cap of Pearland,8514 County Rd 80,Rosharon,77583,Brazoria,
200208955,2026-09-14,NT,Retail,Active,,Nacogdoches Arts Collaborative,111 North Pecan,Nacogdoches,75961,Nacogdoches,
200208960,2026-09-14,NT,Retail,Active,,Southlake Hispanic Latino Organization,285 Grand Ave,Southlake,76092,Tarrant,
200208992,2026-09-14,NT,Retail,Active,,St. Faustina Catholic Church,28102 FM 1093 RD,Fulshear,77441,Fort Bend,
200208993,2026-09-14,NT,Retail,Active,,Independent Order of Oddfellows 80,202 N Rogers St,Waxahachie,75165,Ellis,
200209023,2026-09-14,NT,Retail,Active,,Ellis County Hispanic Organization,455 S College St,Waxahachie,75165,Ellis,
