entity_id,name,formed,entity_type,status,jurisdiction,street,street_2,city,state,zip,agent_organization,agent_city
20268138833,430 W Main LLC,2026-09-11,DLLC,Good Standing,CO,"625 E. Hyman Avenue, Suite 201",,Aspen,CO,81611,"GARFIELD & HECHT, P.C.",Aspen
20268138842,Elevate Sports Holdings LLC,2026-09-11,DLLC,Good Standing,CO,7102 Wintery Loop,,Colorado Springs,CO,80919,,Colorado Springs
20268138849,KN Development LLC,2026-09-11,DLLC,Good Standing,CO,1500 N Grant St Ste N,,Denver,CO,80203,Northwest Registered Agent LLC,Denver
20268138852,JMU Services LLC,2026-09-11,DLLC,Good Standing,CO,457 Valley Trl,,Florissant,CO,80816,,Florissant
20268138857,BCH Business LLC,2026-09-11,DLLC,Good Standing,CO,1500 N Grant St,Ste N,Denver,CO,80203,Northwest Registered Agent LLC,Denver
20268138858,Ash and Ink LLC,2026-09-11,DLLC,Good Standing,CO,140 W 3rd St Apt 280,,Loveland,CO,80537,,Loveland
20268138859,Colorado Backflow Solutions LLC,2026-09-11,DLLC,Good Standing,CO,1500 N Grant St,Ste N,Denver,CO,80203,Northwest Registered Agent LLC,Denver
20268138865,"Mellon International Trade Co., Ltd.",2026-09-11,DPC,Good Standing,CO,97 Siferd Blvd,,Colorado Springs,CO,80917,TEKOGAHUA LLC,Pueblo
20268138899,Iron Rose Apprenticeships LLC,2026-09-11,DLLC,Good Standing,CO,6260 S Oak Way,,Littleton,CO,80127,,Littleton
20268138902,"House of Light, LLC",2026-09-11,DLLC,Good Standing,CO,6566 Merrimack Dr,,Castle Pines,CO,80108,,Castle Pines
20268138903,The Bookish Bakery LLC,2026-09-11,DLLC,Good Standing,CO,7790 Springwood Terr,,Colorado Springs,CO,80908,,Colorado Springs
20268138904,Summit Grove Ventures LLC,2026-09-11,DLLC,Good Standing,CO,1079 Chase St,,Lakewood,CO,80214,Beacon Ridge Group LLC,Boulder
20268138918,The Collegiate Blueprint LLC,2026-09-11,DLLC,Good Standing,CO,8185 S Hannibal St,,Englewood,CO,80112,,Englewood
20268138924,gswghj LLC CO,2026-09-11,DLLC,Good Standing,CO,703 Lochnell Dr,,Houston,TX,77062,PERFECT FIGURE LLC,Denver
20268138925,Erica Ellis LLC CO,2026-09-11,DLLC,Good Standing,CO,313 Neely Wingard Rd,,Gilbert,SC,29054,"Backcountry Journeys Photography Tours, Workshops & Safaris LLC",Denver
20268138930,erdtgh LLC CO,2026-09-11,DLLC,Good Standing,CO,703 Lochnell Dr,,Houston,TX,77062,PERFECT FIGURE LLC,Denver
20268138932,311 Mt View Lane Limited Liability Company,2026-09-11,DLLC,Good Standing,CO,311 Mount View Ln,,Colorado Springs,CO,80907,,Peyton
20268138937,rdgeg LLC CO,2026-09-11,DLLC,Good Standing,CO,703 Lochnell Dr,,Houston,TX,77062,PERFECT FIGURE LLC,Denver
20268138945,Divine Garden LLC,2026-09-11,DLLC,Good Standing,CO,841 Elmira St,,Aurora,CO,80010,,Aurora
20268138951,JANSC Group CO LLC,2026-09-11,DLLC,Good Standing,CO,1500 N Grant St Ste R,,Denver,CO,80203,Registered Agents Inc,Denver
20268138958,Jessica Kuhn LLC CO,2026-09-11,DLLC,Good Standing,CO,1013 BRYNN DR,,WINDER,GA,30680,"Backcountry Journeys Photography Tours, Workshops & Safaris LLC",Denver
20268138961,Elite Creations LLC,2026-09-11,FLLC,Good Standing,TX,9310 Blazer Pl,,San Antonio,TX,78245,Registered Agents Inc,Denver
20268138967,Kevin Clark LLC CO,2026-09-11,DLLC,Good Standing,CO,2811 N COOK ST,,DENVER,CO,80205,"Backcountry Journeys Photography Tours, Workshops & Safaris LLC",Denver
20268138973,"Michels Power Services, Inc.",2026-09-11,FPC,Good Standing,DE,817 Main Street,,Brownsville,WI,53006,C T CORPORATION SYSTEM,Centennial
20268138975,STIDARA LLC,2026-09-11,DLLC,Good Standing,CO,1404 Constitution Ave,,Fort Collins,CO,80521,REPUBLIC REGISTERED AGENT LLC,Colorado Springs
20268138977,Slayed by Hunni Esthetics LLC,2026-09-11,DLLC,Good Standing,CO,2344 County Road 523,,Bayfield,CO,81122,,Bayfield
20268138978,Pure Hide LLC,2026-09-11,DLLC,Good Standing,CO,4341 RICHARDSON HWY APT C2,,Valdez,AK,99686,"Backcountry Journeys Photography Tours, Workshops & Safaris LLC",Denver
20268138982,Booked and Beautiful LLC,2026-09-11,DLLC,Good Standing,CO,6260 S Oak Way,,Littleton,CO,80127,,Littleton
20268139004,Ascend Marketing LLC,2026-09-11,DLLC,Good Standing,CO,25393 E 5th Ave,,Aurora,CO,80018,,Aurora
20268139010,Resort Wars Inc.,2026-09-11,DPC,Good Standing,CO,1500 N GRANT ST #11870,,Denver,CO,80203,Registered Agents Inc,Denver
20268139012,showhow inc.,2026-09-11,DPC,Good Standing,CO,6586 S Kenton St,,Centennial,CO,80111,Rocky Mountain RA LLC,Denver
20268139014,Jennifer Fowler LLC CO,2026-09-11,DLLC,Good Standing,CO,1013 BRYNN DR,,WINDER,GA,30680,"Backcountry Journeys Photography Tours, Workshops & Safaris LLC",Denver
20268139021,Done Up Nail Bar LLC,2026-09-11,DLLC,Good Standing,CO,8174 S. Kipling Way,Suite 112,Littleton,CO,80127,,Littleton
20268139022,"Broadstone Southglenn Alliance, LLC",2026-09-11,FLLC,Good Standing,DE,"7135 E. Camelback Rd., Suite 360",,Scottsdale,AZ,85251,C T CORPORATION SYSTEM,Centennial
20268139030,QLE LLC,2026-09-11,DLLC,Good Standing,CO,3661 Rucksack Ct,,Castle Rock,CO,80108,,Castle Rock
20268139032,Rock Advisory Partners LLC,2026-09-11,FLLC,Good Standing,TX,"5900 Balcones Dr, STE 100",,Austin,TX,78731,Registered Agents Inc,Denver
20268139035,trdtjk LLC CO,2026-09-11,DLLC,Good Standing,CO,703 Lochnell Dr,,Houston,TX,77062,PERFECT FIGURE LLC,Denver
20268139046,"KS4 Enterprises, LLC",2026-09-11,FLLC,Good Standing,WY,20631 County Road Y,,Fort Morgan,CO,80701,,Fort Morgan
20268139054,"R & D STORAGE SERVICES, LLC",2026-09-11,DLLC,Good Standing,CO,54564 WEST WOLFCREEK DRIVE,,STRASBURG,CO,80136,,BYERS
20268139057,"Broadstone Southglenn Owner, LLC",2026-09-11,FLLC,Good Standing,DE,"7135 E. Camelback Rd., Suite 360",,Scottsdale,AZ,85251,C T CORPORATION SYSTEM,Centennial
20268139060,Fox Run Consulting LLC,2026-09-11,DLLC,Good Standing,CO,141 Broken Wheel Pl,,Divide,CO,80814,,Divide
20268139061,"White Friars Ventures, LLC",2026-09-11,DLLC,Good Standing,CO,c/o L&B Realty Advisors LLP,5910 N Central Expy Ste 1200,Dallas,TX,75206,C T CORPORATION SYSTEM,Centennial
20268139066,Vantellis Home Services LLC,2026-09-11,DLLC,Good Standing,CO,2544 S Dawson Ct,,Aurora,CO,80014,,Aurora
20268139075,DEERPATH EQUIPMENT INC.,2026-09-11,FPC,Good Standing,WI,844 E Rockland Rd,,Libertyville,IL,60048,C T CORPORATION SYSTEM,Centennial
20268139081,Doddridge Holdings LLC,2026-09-11,DLLC,Good Standing,CO,1500 N Grant St,Ste N,Denver,CO,80203,Northwest Registered Agent LLC,Denver
20268139089,Alex Barrandey Filmworks LLC,2026-09-11,DLLC,Good Standing,CO,22100 E Quincy Ave Apt 412,,Aurora,CO,80015,,Aurora
20268139100,Authentic Solutions Consulting and Training LLP,2026-09-11,DLLP,Good Standing,CO,2800 Cornerstone Drive,,Pagosa Springs,CO,81147,,Pagosa Springs
20268139102,ERIN D TALAMANTES LLC,2026-09-11,DLLC,Good Standing,CO,3075 Wilson Ct,,Denver,CO,80205,,Denver
20268139110,LoveKindGood LLC,2026-09-11,DLLC,Good Standing,CO,10000 E Alameda Ave Apt 323,,Denver,CO,80247,,Denver
20268139111,Gloria Cloud LLC,2026-09-11,DLLC,Good Standing,CO,638 176th Ave,,Broomfield,CO,80023,,Broomfield
20268139113,Emergent Learning Professionals LLC,2026-09-11,DLLC,Good Standing,CO,10285 W 33rd Ave,,Wheat Ridge,CO,80033,,Wheat Ridge
20268139115,International Consulting Solutions LLC,2026-09-11,DLLC,Good Standing,CO,6247 Cumbre Vista Way,,Colorado Springs,CO,80924,,Colorado Springs
20268139122,Arduini Creations Limited Liability company,2026-09-11,DLLC,Good Standing,CO,2132 Boise Ct,,Longmont,CO,80504,,Longmont
20268139137,Ruban Boutique Gift Wrapping LLC,2026-09-11,DLLC,Good Standing,CO,7875 S Fairfax Ct,,Centennial,CO,80122,,Centennial
20268139140,Renessa Inc,2026-09-11,DPC,Good Standing,CO,3900 E Mexico Ave Ste 618,,Denver,CO,80210,Zorvix Bexlor LLC,Broomfield
20268139143,Valency Dahlen Coaching LLC,2026-09-11,DLLC,Good Standing,CO,6099 Iris Way,,Arvada,CO,80004,,Arvada
20268139145,JMK Services LLC,2026-09-11,DLLC,Good Standing,CO,13950 E Oxford Pl,,Aurora,CO,80014,,Aurora
20268139147,Mother Hustlers LLC,2026-09-11,DLLC,Good Standing,CO,2 College Ct,,La Junta,CO,81050,,La Junta
20268139151,RUSTROD HELMETS INC,2026-09-11,DPC,Good Standing,CO,1500 N Grant St Ste R,,Denver,CO,80203,Registered Agents Inc,Denver
20268139153,The Holmes Charitable Foundation,2026-09-11,FPC,Good Standing,DE,235 Montgomery Street,Suite 1250,San Francisco,CA,94104,CORPORATION SERVICE COMPANY,Littleton
20268139154,"Midland Residences 202, LLC",2026-09-11,DLLC,Good Standing,CO,140 Basalt Center Circle,Unit 202,Basalt,CO,81621,"Wood Bess Nelson Hastings, LLC",Carbondale
20268139161,Shrimp Taco Studio LLC,2026-09-11,DLLC,Good Standing,CO,3545 Mountainside Dr,,Colorado Springs,CO,80918,,Colorado Springs
20268139173,Gist Electric LLC,2026-09-11,DLLC,Good Standing,CO,6049 S Jamaica Cir,,Englewood,CO,80111,,Englewood
20268139175,Elevated Tomorrow LLC,2026-09-11,DLLC,Good Standing,CO,6961 S Harlan Ct,,Littleton,CO,80128,,Littleton
20268139179,Grounded Somatic Arts LLC,2026-09-11,DLLC,Good Standing,CO,1500 N Grant St Ste R,,Denver,CO,80203,Registered Agents Inc,Denver
20268139181,I-2570 INC,2026-09-11,DPC,Good Standing,CO,4892 S Xenia St,,Denver,CO,80237,,Denver
20268139186,Ernest Walker Insurance Agency Inc,2026-09-11,FPC,Good Standing,FL,1500 N Grant St,Ste R,Denver,CO,80203,Registered Agents Inc,Denver
20268139192,The Family Co. Ltd.,2026-09-11,DLLC,Good Standing,CO,6857 S Hill St,,Littleton,CO,80120,,Littleton
20268139201,Yanira's Cleaning Services LLC,2026-09-11,DLLC,Good Standing,CO,91 County Road 135,,Glenwood Springs,CO,81601,,Glenwood Springs
20268139208,EMTC Enterprise Inc,2026-09-11,DPC,Good Standing,CO,7844 Lamar Ct,,Littleton,CO,80128,,Littleton
20268139213,With Care LLC,2026-09-11,DLLC,Good Standing,CO,242 Ribbon Ct,,Fruita,CO,81521,,Fruita
20268139234,"EANGUS 'We Care for America' Foundation, Inc.",2026-09-11,FNC,Good Standing,OK,1 Massachusetts Avenue NW,Suite 880,Washington,DC,20001,CORPORATION SERVICE COMPANY,Littleton
20268139253,Poudre Community Care LLC,2026-09-11,DLLC,Good Standing,CO,2219 Dover Dr,,Fort Collins,CO,80526,,Fort Collins
20268139255,J & S Solutions LLC,2026-09-11,DLLC,Good Standing,CO,313 11th St,,Gilcrest,CO,80623,,Gilcrest
20268139262,MMsquared Holdings LLC,2026-09-11,DLLC,Good Standing,CO,3180 W Woodmen Rd,,Colorado Springs,CO,80919,,Colorado Springs
20268139264,Legacy Ranch at Stove Prairie LLC,2026-09-11,DLLC,Good Standing,CO,2725 Rocky Mountain Avenue,Suite 300,Loveland,CO,80538,"Otis & Bedingfield, LLC",Loveland
20268139265,Gablehouse Investments Inc.,2026-09-11,DPC,Good Standing,CO,11605 W 74th Ave,,Arvada,CO,80005,,Arvada
20268139277,Little Keswick Education Corporation,2026-09-11,FNC,Good Standing,VA,500 Little Keswick Ln,,Keswick,VA,22947,Registered Agents Inc,Denver
20268139280,FUNPLUSH GOODS LLC,2026-09-11,DLLC,Good Standing,CO,2565 FORAKER DRIVE,,ANCHORAGE,AK,99517,"Backcountry Journeys Photography Tours, Workshops & Safaris LLC",Denver
20268139288,KbarH LLC,2026-09-11,DLLC,Good Standing,CO,561 S Rd,,Mack,CO,81525,"UNITED STATES CORPORATION AGENTS, INC.",Greenwood Village
20268139292,"Rejuvenate Basalt, Inc.",2026-09-11,FPC,Good Standing,NY,10 Sherman Circle,,Utica,NY,13501,"Karp Neu Hanlon, P.C.",Glenwood Springs
20268139293,NOCO Stays LLC,2026-09-11,DLLC,Good Standing,CO,204 E 11th St,,Loveland,CO,80537,,Loveland
20268139297,Bell Brothers Co.,2026-09-11,DPC,Good Standing,CO,11 Leaming Rd,,Colorado Springs,CO,80906,,Colorado Springs
20268139298,MOON ROCK LENDER LLC,2026-09-11,DLLC,Good Standing,CO,235 Iroquois Dr,,Boulder,CO,80303,,Boulder
20268139299,Evolution Island LLC,2026-09-11,DLLC,Good Standing,CO,713 Navajo Trail,,Fairplay,CO,80440,,Colorado Springs
20268139304,PV REED ST LLC,2026-09-11,DLLC,Good Standing,CO,792 S Simms St,,Lakewood,CO,80228,,Lakewood
20268139305,AVASOL CONSTRUCTION LLC,2026-09-11,DLLC,Good Standing,CO,8702 W 67th Ave,,Arvada,CO,80004,SimpleBiz Registered Agent Services LLC,Boulder
20268139323,Contreras Legacy Tile & Stone LLC,2026-09-11,DLLC,Good Standing,CO,19773 US Highway 24 Unit 102,,Leadville,CO,80461,,Leadville
20268139325,AM Beauty Studio LLC,2026-09-11,DLLC,Good Standing,CO,359 E Enterprise Dr Ste 17,,Pueblo,CO,81007,,Pueblo
20268139330,MONKEY WRENCH AUTO REPAIR LLC,2026-09-11,DLLC,Good Standing,CO,7155 Tilden St,,Colorado Springs,CO,80911,SimpleBiz Registered Agent Services LLC,Boulder
20268139341,S & A TRANSPORT LLC,2026-09-11,DLLC,Good Standing,CO,13328 E FLORIDA AVE,,AURORA,CO,80012,,AURORA
20268139343,MCKENZIE SEXY LLC,2026-09-11,DLLC,Good Standing,CO,169 Kutter Rd,,Fairbanks,AK,99701,"Backcountry Journeys Photography Tours, Workshops & Safaris LLC",Denver
20268139351,LEEBSL LLC,2026-09-11,DLLC,Good Standing,CO,2133 Knox Avenue,,Latrobe,PA,15650,Northwest Registered Agent LLC,Denver
20268139356,Portland 6627 LLC,2026-09-11,DLLC,Good Standing,CO,1500 N Grant St Ste R,,Denver,CO,80203,Registered Agents Inc,Denver
20268139365,"Saturn Way Production Yards 15, LLC",2026-09-11,FLLC,Good Standing,ID,14142 Denver West Parkway,Suite 101,Lakewood,CO,80401-3127,Bespoke Holdings Company,Lakewood
20268139370,Gary Good Data Analytics LLC,2026-09-11,DLLC,Good Standing,CO,1967 Fairway Pointe Dr,,Erie,CO,80516,,Erie
20268139371,Altum Risk & Insurance Solutions LLC,2026-09-11,FLLC,Good Standing,CA,"1770 Avenida Del Mundo, Unit 303",,Coronado,CA,92118,CORPORATE CREATIONS NETWORK INC.,Loveland
20268139373,"Phoenix Group, LLC",2026-09-11,DLLC,Good Standing,CO,501 S Cherry St Ste 580,,Denver,CO,80246,,Denver
20268139378,MIKIAM Publishing LLC.,2026-09-11,DLLC,Good Standing,CO,1155 Kelly Johnson Blvd.,First Floor,Colorado Springs,CO,80920,,Colorado Springs
20268139379,Jetstone Vale LLC,2026-09-11,DLLC,Good Standing,CO,910 Ram Ave,,Fort Morgan,CO,80701,,Fort Morgan
20268139381,Trailnook LLC,2026-09-11,DLLC,Good Standing,CO,11411 DAVE LANE,,ANCHORAGE,AK,99515,"Backcountry Journeys Photography Tours, Workshops & Safaris LLC",Denver
20268139391,SuperNovas LLC,2026-09-11,DLLC,Good Standing,CO,1500 N Grant St Ste R,,Denver,CO,80203,Registered Agents Inc,Denver
20268139393,BetweenCare Technologies LLC,2026-09-11,DLLC,Good Standing,CO,4157 W 111th Cir,,Westminster,CO,80031,,Westminster
20268139399,Rez Media LLC,2026-09-11,DLLC,Good Standing,CO,700 Colorado Blvd,#775,Denver,CO,80206,,Denver
20268139418,Fortitude Investments LLC,2026-09-11,DLLC,Good Standing,CO,3725 West 110th Ave CO,,Westminster,CO,80031,,Westminster
20268139432,COUNTRYWIDE INSURANCE LLC,2026-09-11,DLLC,Good Standing,CO,385 S Zuni St,,Denver,CO,80223,,Denver
20268139435,Kingdom Restoration Foundation,2026-09-11,DNC,Good Standing,CO,7190 Adelo Pt Apt 101,,Colorado Springs,CO,80923,,Colorado Springs
20268139440,West Crest Holdings LLC,2026-09-11,DLLC,Good Standing,CO,20 Yukon St,,Lakewood,CO,80226,Beacon Ridge Group LLC,Boulder
20268139468,EmberWerks LLC,2026-09-11,DLLC,Good Standing,CO,1500 N Grant St Ste R,,Denver,CO,80203,Chabriet Consulting LLC,Miami
20268139471,FAST Holdings LLC,2026-09-11,DLLC,Good Standing,CO,1801 California Street,Suite 4400,Denver,CO,80202,A.G.C. CO.,Denver
20268139472,ConSellEx LLC,2026-09-11,DLLC,Good Standing,CO,1500 N Grant St Ste R,,Denver,CO,80203,Registered Agents Inc,Denver
20268139475,"Wharton, Aldhizer & Weaver PLC",2026-09-11,FLLC,Good Standing,VA,100 South Mason Street,,Harrisonburg,VA,22801,Registered Agents Inc,Denver
20268139476,The Preferred Prepaid Inc,2026-09-11,DNC,Good Standing,CO,7186 Killington St,,Fountain,CO,80817,Registered Agents Inc,Denver
20268139483,"Whos On Today, LLC",2026-09-11,DLLC,Good Standing,CO,16 S Walnut St,,Colorado Springs,CO,80905,,Colorado Springs
20268139490,insteadof LLC,2026-09-11,DLLC,Good Standing,CO,1500 N GRANT ST,STE N,DENVER,CO,80203,Northwest Registered Agent LLC,Denver
20268139492,"LP Capital Partners, LLC",2026-09-11,DLLC,Good Standing,CO,1999 Broadway Ste 3100,,Denver,CO,80202,"Murr Siler Eckels Delaney, PC",Denver
20268139495,High Grade Hot Tubs & Cleaning LLC,2026-09-11,DLLC,Good Standing,CO,1500 N Grant St,Ste N,Denver,CO,80203,Northwest Registered Agent LLC,Denver
20268139504,YONOJASABI LLC,2026-09-11,DLLC,Good Standing,CO,3225 W Louisiana Ave,,Denver,CO,80219,,Denver
20268139508,Renova One,2026-09-11,FLLC,Good Standing,DE,2735 Cheshire Lane North,,PLYMOUTH,MN,55447,C T CORPORATION SYSTEM,Centennial
20268139511,SABOR A VENEZUELA LLC,2026-09-11,DLLC,Good Standing,CO,8458 KALAMATH CT,,FEDERAL HEIGTHS,CO,80260,,FEDERAL HEIGHTS
20268139515,Woodson Up LLC,2026-09-11,DLLC,Good Standing,CO,4869 Meade St,,Denver,CO,80221,,Denver
20268139517,Locust 2337 LLC,2026-09-11,DLLC,Good Standing,CO,1500 N Grant St Ste R,,Denver,CO,80203,Registered Agents Inc,Denver
20268139519,Willow Haven Home Care LLC,2026-09-11,DLLC,Good Standing,CO,21565 County Road 35.5,,La Salle,CO,80645,,La Salle
20268139523,Pinewood Painting LLC,2026-09-11,DLLC,Good Standing,CO,6554 S Union Way,,Littleton,CO,80127,,Littleton
20268139538,Moca Land Usa LLC,2026-09-11,FLLC,Good Standing,FL,7901 4th st N,STE 300,ST. PETESBURG,FL,33702,Registered Agents Inc,Denver
20268139554,X SQUARED LLC,2026-09-11,DLLC,Good Standing,CO,16105 Washington St Apt 10203,,Thornton,CO,80023,SimpleBiz Registered Agent Services LLC,Boulder
20268139555,Stay Elevated Hospitality LLC,2026-09-11,DLLC,Good Standing,CO,1501 Atchison Ave,,Trinidad,CO,81082,,Trinidad
20268139565,Locust 2367 LLC,2026-09-11,DLLC,Good Standing,CO,1500 N Grant St Ste R,,Denver,CO,80203,Registered Agents Inc,Denver
20268139570,Friends of North Star Nature Preserve,2026-09-11,DNC,Good Standing,CO,235 Puppy Smith St # 1631,,Aspen,CO,81612,Registered Agents Inc,Denver
20268139572,Life Circle,2026-09-11,DNC,Good Standing,CO,2011 Ridgeview Dr,,Longmont,CO,80504,,Longmont
20268139577,1865 Fenton LLC,2026-09-11,DLLC,Good Standing,CO,5500 Greenwood Plaza Blvd Ste 130,,Greenwood Village,CO,80111,"Metro Venture Properties, LLC",Greenwood Village
20268139584,NEXERA LLC,2026-09-11,FLLC,Good Standing,MO,2 N Central Ave.,Suite 1800,Phoenix,AZ,85004,Registered Agents Inc,Denver
20268139591,Outer Dock Media LLC,2026-09-11,DLLC,Good Standing,CO,1500 N Grant St,Ste N,Denver,CO,80203,Northwest Registered Agent LLC,Denver
20268139596,"River Valley Rentals, LLC",2026-09-11,DLLC,Good Standing,CO,3505 Eudora St,,Denver,CO,80207,,Denver
20268139600,Smith Legacy Hauling LLC,2026-09-11,DLLC,Good Standing,CO,3610 Magnolia St,,Evans,CO,80620,,Evans
20268139602,"501 N. 12th St. Project, LLC",2026-09-11,DLLC,Good Standing,CO,501 North 12th Street,,Kremmling,CO,80459,"Richmond Summit Law, LLC",FRISCO
20268139608,Peak Business Consulting LLC,2026-09-11,DLLC,Good Standing,CO,2525 Falcon Dr,,Longmont,CO,80503,,Longmont
20268139621,Tour College Towns LLC,2026-09-11,DLLC,Good Standing,CO,3225 Electra Dr,,Colorado Springs,CO,80906,,Colorado Springs
20268139625,"OllieBaba, LLC",2026-09-11,DLLC,Good Standing,CO,678 Anthracite,,Fruita,CO,81521,,Fruita
20268139634,Management By Brick & Mortar LLC,2026-09-11,FLLC,Good Standing,MO,1108 E. 30th St,,Kansas City,MO,64109,,Denver
20268139635,Slow Made Skincare LLC,2026-09-11,DLLC,Good Standing,CO,4216 Ammons St,,Wheat Ridge,CO,80033,SimpleBiz Registered Agent Services LLC,Boulder
20268139636,"ITE PARTNERS, INC.",2026-09-11,FPC,Good Standing,DE,117 WOOD HOLLOW DR,,CARY,NC,27513,"Incorporating Services, Ltd.",Denver
20268139638,NOT A KNIGHT AA LLC,2026-09-11,DLLC,Good Standing,CO,5103 EAGLE FALLS LN,,FULSHEAR,TX,77423,Demand Chain Systems Inc.,Denver
20268139644,Baseline Strategy Group LLC,2026-09-11,DLLC,Good Standing,CO,9448 Painted Canyon Cir,,Highlands Ranch,CO,80129,"UNITED STATES CORPORATION AGENTS, INC.",Greenwood Village
20268139650,Violets & Venom LLC,2026-09-11,DLLC,Good Standing,CO,2602 County Road 114 Unit 305,,Glenwood Springs,CO,81601,,Glenwood Springs
20268139663,ANGESLAY L.L.C,2026-09-11,DLLC,Good Standing,CO,1224 E 6th Ave,,Denver,CO,80218,,Denver
20268139670,Kawaii Crossing LLC,2026-09-11,DLLC,Good Standing,CO,3501 Stover St Apt 343,,Fort Collins,CO,80525,,Fort Collins
20268139671,WEAVECRAFT CLOTHING CO,2026-09-11,DPC,Good Standing,CO,18418 BURGUNDY SKY WAY,,CYPRESS,TX,77429,Demand Chain Systems Inc.,Denver
20268139675,"VeteranLicensing, LLC",2026-09-11,DLLC,Good Standing,CO,518 E Madison St,,Colorado Springs,CO,80907,,Colorado Springs
20268139687,"CSL PropCo HoldCo, LLC",2026-09-11,DLLC,Good Standing,CO,1500 N Grant St,Ste R,Denver,CO,80203,Northwest Registered Agent LLC,Denver
20268139688,BCN Delivery Service LLC,2026-09-11,DLLC,Good Standing,CO,20593 E Girard Dr,,Aurora,CO,80013,,Aurora
20268139693,Veyronn Outdoors LLC,2026-09-11,DLLC,Good Standing,CO,4601 Perry St,,Denver,CO,80212,Altmora LLC,Aurora
20268139696,DRM Construction Management LLC,2026-09-11,DLLC,Good Standing,CO,11010 Spoon Rdg,,Eden Prairie,MN,55347,,Englewood
20268139700,Fresh Tracks Windows LLC,2026-09-11,DLLC,Good Standing,CO,7684 Raritan st,,Denver,CO,80221,,Denver
20268139707,USA Down Syndrome Swimming Inc,2026-09-11,FO,Good Standing,FL,110 N LAKE SYBELIA DRIVE,,Maitland,FL,32751,Registered Agents Inc,Denver
20268139709,"Paws, Peaks, and Pines LLC",2026-09-11,DLLC,Good Standing,CO,16541 E 111th Dr,,Commerce City,CO,80022,,Parker
20268139711,"CSL Delta Realco, LLC",2026-09-11,DLLC,Good Standing,CO,1500 N Grant St,Ste R,Denver,CO,80203,Northwest Registered Agent LLC,Denver
20268139713,Kena Logistics LLC,2026-09-11,DLLC,Good Standing,CO,4063 S Riviera St,,Aurora,CO,80018,,Aurora
20268139717,Egregore Sourdough LLC,2026-09-11,DLLC,Good Standing,CO,3720 Canfield St Unit B,,Boulder,CO,80301,,Boulder
20268139724,Pillar Stone Recovery Residence LLC,2026-09-11,DLLC,Good Standing,CO,6019 S Broadway,,Littleton,CO,80121,,Greeley
20268139731,VAISA LLC,2026-09-11,DLLC,Good Standing,CO,2020 N Academy Blvd Ste 261 # 4924,,Colorado Springs,CO,80909,REPUBLIC REGISTERED AGENT LLC,Colorado Springs
20268139733,Hello Alexa LLC,2026-09-11,DLLC,Good Standing,CO,39420 County Road 147,,Agate,CO,80101,,Agate
20268139738,Rhyum LLC,2026-09-11,DLLC,Good Standing,CO,501 S Cherry St,Ste 201,Denver,CO,80246,Colorado Registered Agent LLC,Denver
20268139740,Taylorterrohair LLC,2026-09-11,DLLC,Good Standing,CO,4370 s broadway,,Englewood,CO,80113,,Denver
20268139744,EMILY NURSERY EO LLC,2026-09-11,DLLC,Good Standing,CO,542 COOLWOOD DR,,HOUSTON,TX,77013,Demand Chain Systems Inc.,Denver
20268139747,Tavin Shore LLC,2026-09-11,DLLC,Good Standing,CO,1409 Kingston St,,Aurora,CO,80010,,Aurora
20268139751,"JML Plastering, LLC",2026-09-11,DLLC,Good Standing,CO,3500 35th Ave Lot 24,,Greeley,CO,80634,"MDP Outsourcing & Consulting Services, LLC",Aurora
20268139754,HATRICK HOME INSPECTIONS LLC,2026-09-11,DLLC,Good Standing,CO,11064 Falling Snow Ln,,Colorado Springs,CO,80908,SimpleBiz Registered Agent Services LLC,Boulder
20268139756,"CSL Northglenn RealCo, LLC",2026-09-11,DLLC,Good Standing,CO,1500 N Grant St,Ste R,Denver,CO,80203,Northwest Registered Agent LLC,Denver
20268139769,Service Love and Faith LLC,2026-09-11,DLLC,Good Standing,CO,300 Nickel St Ste 11 PMB 1074,,Broomfield,CO,80020,iPostal1 Business Centers LLC,Centennial
20268139773,"CSL Lakewood Realco, LLC",2026-09-11,DLLC,Good Standing,CO,1500 N Grant St,Ste R,Denver,CO,80203,Northwest Registered Agent LLC,Denver
20268139775,"Caribe Star Cuisine, LLC",2026-09-11,DLLC,Good Standing,CO,243 Meadow Dr,,Parachute,CO,81635,,Parachute
20268139784,Hearth and Crumb LLC,2026-09-11,DLLC,Good Standing,CO,16708 Desert Wine Trl,,Parker,CO,80134,,Parker
20268139786,"Professional Software Engineering, Inc.",2026-09-11,FPC,Good Standing,VA,500 Viking Drive,Suite 301,Virginia Beach,VA,23452,CORPORATION SERVICE COMPANY,Littleton
20268139795,RTC FRAMING CONSTRUCCION LLC,2026-09-11,DLLC,Good Standing,CO,700 W 91st Ave Apt B308,,Thornton,CO,80260,,Thornton
20268139799,NEX GEN FUTBOL LLC,2026-09-11,DLLC,Good Standing,CO,8979 FIELD ST UNIT,,BROOMFIELD,CO,80021,,Westminster
20268139804,Next Level 43 LLC,2026-09-11,DLLC,Good Standing,CO,44 Cook St Ste 100,,Denver,CO,80206,"PACIFIC REGISTERED AGENTS, INC.",Denver
20268139826,Eminence Technologies LLC,2026-09-11,DLLC,Good Standing,CO,1500 N Grant St Ste N,,Denver,CO,80203,Northwest Registered Agent LLC,Denver
