application_id,submitted,status,license_type,trade_name,owner,address,city,zip,county,phone
657822,2026-09-18,Pending – In Review,NT,,La Porte Education Foundation,100 Convention Ctr Wy,Baytown,77520,Harris,
657832,2026-09-18,Received,Q,LUCKY FOOD MART,EAST TEXAS BUSINESS LLC,13687 SPUR 364,Tyler,75709,Smith,
657848,2026-09-18,Pending – In Review,NT,,"St. Monica Catholic Church, Cameron, Texas",306 S Nolan Ave,Cameron,76520,Milam,
657854,2026-09-18,Pending – In Review,NT,,St Sophia Greek Orthodox Church,2504 N St Mary's St,San Antonio,78212,Bexar,
657855,2026-09-18,Pending – In Review,Q,Casey's #4765,Casey's Marketing Company,101 W Moonlight Dr,Robinson,76706,McLennan,
657868,2026-09-18,Received,LH,5020 Airline Dr Houston Tx 77022,PJT Legacy Hospitality Group,5020 Airline Dr,Houston,77022,Harris,
657869,2026-09-18,Received,BG,Honest Mary's,Honest Marys Inc,1085 Gessner Road Ste 210,Houston,77055,Harris,
657876,2026-09-18,Received,FB,Honest Mary's,Honest Marys Inc,1085 Gessner Road Ste 210,Houston,77055,Harris,
657885,2026-09-18,Received,NT,,St Michael Parish- McKinney,411 Paula Rd,Mckinney,75069,Collin,
657969,2026-09-18,Received,NT,,Undermain Theatre,3200 Main St,Dallas,75226,Dallas,
657984,2026-09-18,Received,FB,ORIGINAL CASA MANANA INC,"ORIGINAL CASA MANANA, INC.",609 8th St,Wichita Falls,76301,Wichita,
626719,2026-09-17,Pending – In Review,MB,Iberico,ALFATRIX RESTAURANT LLC,4017 N Mesa St,El Paso,79902,El Paso,
626723,2026-09-17,Pending – In Review,LH,Iberico,ALFATRIX RESTAURANT LLC,4017 N Mesa St,El Paso,79902,El Paso,
641608,2026-09-17,Pending – In Review,BG,SCOTT RANCH VENUE,Samuel Scott,9648 Co Rd 3621,Murchison,75778,Henderson,
644009,2026-09-17,Pending – In Review,NT,,Hutto Chamber of Commerce,122 East St,Hutto,78634,Williamson,
645936,2026-09-17,Pending – In Review,FB,Nevermore Tavern,"Nevermore Tavern, LLC",170 W Main St,Lewisville,75057,Denton,
648504,2026-09-17,Pending – In Review,FB,The FIX,Nothingmen LLC,2140 Oak Grove Pkwy,Little Elm,75068,Denton,
648610,2026-09-17,Pending – In Review,BQ,Diamond Convenience Store,"Mana Business DFW, LLC",540 Keller Pkwy,Keller,76248,Tarrant,
649029,2026-09-17,Pending – In Review,MB,Campuzano's Fine Mexican Food,"CZ Midlothian, LLC",108 N 8th Street,Midlothian,76065,Ellis,
649039,2026-09-17,Pending – In Review,FB,Campuzano's Fine Mexican Food,"CZ Midlothian, LLC",108 N 8th Street,Midlothian,76065,Ellis,
649116,2026-09-17,Pending – In Review,MB,Brasas,"Brasas Marinas, LLC",113 W Nolana Ave,Mcallen,78504,Hidalgo,
649117,2026-09-17,Pending – In Review,LH,Brasas,"Brasas Marinas, LLC",113 W Nolana Ave,Mcallen,78504,Hidalgo,
649607,2026-09-17,Pending – In Review,BQ,A&K FOOD MART,ADVIK KASTURI LLC,1900 NE 33rd St,Fort Worth,76106,Tarrant,
650498,2026-09-17,Pending – In Review,NT,,St. Edward Catholic Church,2601 Spring Stuebner Rd,Spring,77389,Harris,
650707,2026-09-17,Pending – In Review,P,Black Tie Liquor #5,ANS INVESTMENTS INC.,1505 W Chapman Dr,Sanger,76266,Denton,
652029,2026-09-17,Pending – In Review,NT,,Our Lady of Guadalupe Parish,2405 Navigation Blvd,Houston,77003,Harris,
652239,2026-09-17,Received,MB,ZR Legacy Holdings Inc dba Famous Toastery,"ZR Legacy Holdings, Inc",15031 Babcock Rd,San Antonio,78249,Bexar,
652680,2026-09-17,Pending – In Review,NT,,St Joseph Catholic Church - Honey Creek,25781 TX-46,Spring Branch,78070,Comal,
652941,2026-09-17,Received,FB,ZR Legacy Holdings Inc dba Famous Toastery,"ZR Legacy Holdings, Inc",15031 Babcock Rd,San Antonio,78249,Bexar,
652955,2026-09-17,Pending – In Review,MB,Fuego Z's,Fuego Z's LLC,1408 S Colorado St,Lockhart,78644,Caldwell,
652976,2026-09-17,Received,BQ,9515 N FM 1015 MERCEDES TX 78570,LAS CHULAS 956 DRIVE THRU LLC,9515 FM 1015,Mercedes,78570,Hidalgo,
653810,2026-09-17,Pending – In Review,MB,Los Rodriguez Mexican Restaurant,Los Rodriguez Mexican Restaurant Inc,3494 SW Moody St,Victoria,77905,Victoria,
653953,2026-09-17,Pending – In Review,S,LD VINS,LD VINS S.A.,4 à 8 Quai de Brazza,Bordeaux,33100,,
654028,2026-09-17,Pending – In Review,FB,Fuego Z's,Fuego Z's LLC,1408 S Colorado St,Lockhart,78644,Caldwell,
654324,2026-09-17,Pending – In Review,BQ,LA MICHOACANA MEAT MARKET D50,"LMMM DALLAS #50, LTD.",4400 Basswood Blvd,Fort Worth,76137,Tarrant,
654497,2026-09-17,Received,BG,Charge Up 164,PINNACLE OIL & GAS HOLDINGS INC,3400 Rollingbrook Dr,Baytown,77521,Harris,
654517,2026-09-17,Pending – In Review,BG,Charge Up 178,PINNACLE OIL & GAS HOLDINGS INC,3208 Tidwell Rd,Houston,77093,Harris,
654531,2026-09-17,Pending – In Review,BG,Charge Up 179,PINNACLE OIL & GAS HOLDINGS INC,647 Greens Rd,Houston,77060,Harris,
654812,2026-09-17,Pending – In Review,BQ,Garden City Grocery,"Garden City Grocers, LLC",1726 Austin Ave,Waco,76701,McLennan,
655013,2026-09-17,Received,BG,Cheers Food Court & Bar,Saul Salinas,234 E Business 83,San Juan,78589,Hidalgo,
655118,2026-09-17,Received,Q,7-Eleven Convenience Store #36556A,DRS Stores LLC,2901 Brushy Creek Rd,Cedar Park,78613,Williamson,
655707,2026-09-17,Received,MB,HILTON GARDEN INN,Cannon Hospitality LLC,3180 E Broad St,Mansfield,76063,Tarrant,
655730,2026-09-17,Received,MB,Bubba's 33,STRATEGIC RESTAURANT ENTERPRISES INC.,6649 Garth Rd,Baytown,77521,Harris,
655740,2026-09-17,Received,FB,Bubba's 33,STRATEGIC RESTAURANT ENTERPRISES INC.,6649 Garth Rd,Baytown,77521,Harris,
656160,2026-09-17,Pending – In Review,MB,Watami Japanese BBQ,"ACN UPTOWN, LLC",1616 Post Oak Blvd,Houston,77056,Harris,
656161,2026-09-17,Pending – In Review,FB,Watami Japanese BBQ,"ACN UPTOWN, LLC",1616 Post Oak Blvd,Houston,77056,Harris,
656165,2026-09-17,Pending – In Review,LH,Watami Japanese BBQ,"ACN UPTOWN, LLC",1616 Post Oak Blvd,Houston,77056,Harris,
656775,2026-09-17,Received,LP,Black Tie Liquor #5,ANS INVESTMENTS INC.,1505 W Chapman Dr,Sanger,76266,Denton,
656994,2026-09-17,Pending – In Review,P,York Liquor 2,JJT SPIRITS INC.,4590 W Tidwell Rd,Houston,77091,Harris,
657035,2026-09-17,Received,MB,Longhorn Ballroom & Backyard Amphitheater,Longhorn Island Rocks LLC,216 Corinth St,Dallas,75207,Dallas,
657042,2026-09-17,Pending – In Review,MB,ASIAN BISTRO,LI'S ASIAN BISTRO LLC,611 SHILOH DR STE 7 & 8,Laredo,78045,Webb,
657055,2026-09-17,Pending – In Review,FB,ASIAN BISTRO,LI'S ASIAN BISTRO LLC,611 SHILOH DR STE 7 & 8,Laredo,78045,Webb,
657094,2026-09-17,Pending – In Review,NT,,St. John Cassian Romanian Orthodox Church,303 Dartmouth St,San Antonio,78237,Bexar,
657122,2026-09-17,Received,LH,Longhorn Ballroom & Backyard Amphitheater,Longhorn Island Rocks LLC,216 Corinth St,Dallas,75207,Dallas,
657126,2026-09-17,Received,FB,HILTON GARDEN INN,Cannon Hospitality LLC,3180 E Broad St,Mansfield,76063,Tarrant,
657140,2026-09-17,Received,FB,SODOLAK'S BEEFMASTERS OF BRYAN LLC,SODOLAK'S BEEFMASTERS OF BRYAN LLC,3500 E State Hwy 21,Bryan,77808,Brazos,
657141,2026-09-17,Received,LH,Sunny's Mini Mart,ORIENTAL ENTERPRISES INC.,608 E Gravis Street,San Diego,78384,Jim Wells,
657180,2026-09-17,Pending – In Review,NT,,Friends of the Goliad County Historical Commission,925 US-183,Goliad,77963,Goliad,
657236,2026-09-17,Received,FB,Tacos el Jaibo #2,Tacos el Jaibo #2,3965 S Gessner Rd,Houston,77063,Harris,
